Attendance_ID,Employee_ID,Month,Working_Days,Present_Days,Leave_Days,Absent_Days,Overtime_Hours
ATT000380,EMP0032,2025-08-01 00:00:00,22,21,0,1,6.3
ATT000381,EMP0032,2025-09-01 00:00:00,22,18,2,2,7
ATT000382,EMP0032,2025-10-01 00:00:00,22,20,0,2,8.2
ATT000383,EMP0032,2025-11-01 00:00:00,23,23,0,0,11
ATT000384,EMP0032,2025-12-01 00:00:00,21,18,1,2,10.2
ATT000385,EMP0033,2025-01-01 00:00:00,22,17,2,3,6.1
ATT000386,EMP0033,2025-02-01 00:00:00,21,16,2,3,19.2
ATT000387,EMP0033,2025-03-01 00:00:00,22,19,1,2,11
ATT000388,EMP0033,2025-04-01 00:00:00,23,23,0,0,6
ATT000389,EMP0033,2025-05-01 00:00:00,22,20,0,2,15.8
ATT000390,EMP0033,2025-06-01 00:00:00,21,19,0,2,2.6
ATT000391,EMP0033,2025-07-01 00:00:00,23,22,0,1,1.6
ATT000392,EMP0033,2025-08-01 00:00:00,21,19,0,2,2.5
ATT000393,EMP0033,2025-09-01 00:00:00,21,20,0,1,7.6
ATT000394,EMP0033,2025-10-01 00:00:00,23,19,0,4,19.3
ATT000395,EMP0033,2025-11-01 00:00:00,21,18,0,3,2.8
ATT000396,EMP0033,2025-12-01 00:00:00,20,20,0,0,19.7
ATT000397,EMP0034,2025-01-01 00:00:00,23,21,1,1,12.1
ATT000398,EMP0034,2025-02-01 00:00:00,23,23,0,0,12
ATT000399,EMP0034,2025-03-01 00:00:00,21,20,0,1,16.1
ATT000400,EMP0034,2025-04-01 00:00:00,20,18,0,2,6.8
ATT000401,EMP0034,2025-05-01 00:00:00,21,20,0,1,8.8
ATT000402,EMP0034,2025-06-01 00:00:00,22,20,1,1,14.7
ATT000403,EMP0034,2025-07-01 00:00:00,23,23,0,0,0
ATT000404,EMP0034,2025-08-01 00:00:00,22,16,1,5,13.7
ATT000405,EMP0034,2025-09-01 00:00:00,21,18,0,3,16
ATT000406,EMP0034,2025-10-01 00:00:00,22,17,2,3,13
ATT000407,EMP0034,2025-11-01 00:00:00,21,19,0,2,2.3
ATT000408,EMP0034,2025-12-01 00:00:00,22,20,0,2,3.2
ATT000409,EMP0035,2025-01-01 00:00:00,22,18,3,1,6.6
ATT000410,EMP0035,2025-02-01 00:00:00,21,20,0,1,4.1
ATT000411,EMP0035,2025-03-01 00:00:00,22,20,2,0,6.8
ATT000412,EMP0035,2025-04-01 00:00:00,22,20,2,0,10.9
ATT000413,EMP0035,2025-05-01 00:00:00,22,18,2,2,0
ATT000414,EMP0035,2025-06-01 00:00:00,23,21,2,0,3.9
ATT000415,EMP0035,2025-07-01 00:00:00,21,20,0,1,12
ATT000416,EMP0035,2025-08-01 00:00:00,22,21,1,0,6.8
ATT000417,EMP0035,2025-09-01 00:00:00,21,18,1,2,5.5
ATT000418,EMP0035,2025-10-01 00:00:00,21,20,1,0,7.2
ATT000419,EMP0035,2025-11-01 00:00:00,22,21,0,1,11.6
ATT000420,EMP0035,2025-12-01 00:00:00,21,19,0,2,7.1
ATT000421,EMP0036,2025-01-01 00:00:00,21,20,0,1,14.5
ATT000422,EMP0036,2025-02-01 00:00:00,22,21,1,0,7.8
ATT000423,EMP0036,2025-03-01 00:00:00,22,17,3,2,15.6
ATT000424,EMP0036,2025-04-01 00:00:00,22,19,1,2,7
ATT000425,EMP0036,2025-05-01 00:00:00,22,19,1,2,10.9
ATT000426,EMP0036,2025-06-01 00:00:00,21,20,0,1,3.9
ATT000427,EMP0036,2025-07-01 00:00:00,21,15,1,5,6.5
ATT000428,EMP0036,2025-08-01 00:00:00,21,18,0,3,6.7
ATT000429,EMP0036,2025-09-01 00:00:00,21,19,2,0,5.4
ATT000430,EMP0036,2025-10-01 00:00:00,22,21,0,1,3.1
ATT000431,EMP0036,2025-11-01 00:00:00,22,21,0,1,3.4
ATT000432,EMP0036,2025-12-01 00:00:00,21,18,1,2,5
ATT000433,EMP0037,2025-01-01 00:00:00,21,15,2,4,5
ATT000434,EMP0037,2025-02-01 00:00:00,22,20,0,2,9.4
ATT000435,EMP0037,2025-03-01 00:00:00,22,21,0,1,15.5
ATT000436,EMP0037,2025-04-01 00:00:00,22,17,1,4,13.1
ATT000437,EMP0037,2025-05-01 00:00:00,22,18,3,1,7
ATT000438,EMP0037,2025-06-01 00:00:00,22,20,1,1,16
ATT000439,EMP0037,2025-07-01 00:00:00,21,21,0,0,20.1
ATT000440,EMP0037,2025-08-01 00:00:00,22,18,0,4,1.7
ATT000441,EMP0037,2025-09-01 00:00:00,22,20,0,2,0
ATT000442,EMP0037,2025-10-01 00:00:00,21,19,0,2,14.3
ATT000443,EMP0037,2025-11-01 00:00:00,20,20,0,0,2.8
ATT000444,EMP0037,2025-12-01 00:00:00,22,22,0,0,14.8
ATT000445,EMP0038,2025-01-01 00:00:00,22,21,0,1,14.6
ATT000446,EMP0038,2025-02-01 00:00:00,23,23,0,0,9.1
ATT000447,EMP0038,2025-03-01 00:00:00,22,19,0,3,14.7
ATT000448,EMP0038,2025-04-01 00:00:00,21,18,3,0,9.4
ATT000449,EMP0038,2025-05-01 00:00:00,20,20,0,0,14.8
ATT000450,EMP0038,2025-06-01 00:00:00,21,19,1,1,0.3
ATT000451,EMP0038,2025-07-01 00:00:00,21,19,0,2,0
ATT000452,EMP0038,2025-08-01 00:00:00,20,16,2,2,12.7
ATT000453,EMP0038,2025-09-01 00:00:00,21,18,2,1,6
ATT000454,EMP0038,2025-10-01 00:00:00,22,21,0,1,15.3
ATT000455,EMP0038,2025-11-01 00:00:00,22,20,0,2,11.7
ATT000456,EMP0038,2025-12-01 00:00:00,20,19,0,1,5.5
ATT000457,EMP0039,2025-01-01 00:00:00,23,19,3,1,12.5
ATT000458,EMP0039,2025-02-01 00:00:00,22,21,0,1,9.9
ATT000459,EMP0039,2025-03-01 00:00:00,20,19,1,0,7.6
ATT000460,EMP0039,2025-04-01 00:00:00,22,21,0,1,6.1
ATT000461,EMP0039,2025-05-01 00:00:00,23,20,1,2,6.3
ATT000462,EMP0039,2025-06-01 00:00:00,21,18,1,2,0.8
ATT000463,EMP0039,2025-07-01 00:00:00,21,18,2,1,23.2
ATT000464,EMP0039,2025-08-01 00:00:00,22,21,0,1,7.5
ATT000465,EMP0039,2025-09-01 00:00:00,21,21,0,0,4.5
ATT000466,EMP0039,2025-10-01 00:00:00,21,20,1,0,9.8
ATT000467,EMP0039,2025-11-01 00:00:00,21,17,3,1,13
ATT000468,EMP0039,2025-12-01 00:00:00,22,18,3,1,2.6
ATT000469,EMP0040,2025-01-01 00:00:00,22,19,0,3,6.9
ATT000470,EMP0040,2025-02-01 00:00:00,22,21,1,0,7.4
ATT000471,EMP0040,2025-03-01 00:00:00,23,23,0,0,8.6
ATT000472,EMP0040,2025-04-01 00:00:00,20,15,0,5,11.5
ATT000473,EMP0040,2025-05-01 00:00:00,22,16,1,5,8.4
ATT000474,EMP0040,2025-06-01 00:00:00,22,19,0,3,6
ATT000475,EMP0040,2025-07-01 00:00:00,20,18,0,2,5.7
ATT000476,EMP0040,2025-08-01 00:00:00,22,20,1,1,10.3
ATT000477,EMP0040,2025-09-01 00:00:00,20,18,2,0,2.9
ATT000478,EMP0040,2025-10-01 00:00:00,21,15,1,5,2.7
ATT000479,EMP0040,2025-11-01 00:00:00,20,18,1,1,4.4
ATT000480,EMP0040,2025-12-01 00:00:00,21,18,1,2,11.6
ATT000481,EMP0041,2025-01-01 00:00:00,22,21,0,1,14
ATT000482,EMP0041,2025-02-01 00:00:00,20,17,1,2,15.3
ATT000483,EMP0041,2025-03-01 00:00:00,22,22,0,0,10.2
ATT000484,EMP0041,2025-04-01 00:00:00,21,18,2,1,0
ATT000485,EMP0041,2025-05-01 00:00:00,22,21,0,1,8.4
ATT000486,EMP0041,2025-06-01 00:00:00,22,22,0,0,19.6
ATT000487,EMP0041,2025-07-01 00:00:00,23,19,2,2,5.9
ATT000488,EMP0041,2025-08-01 00:00:00,21,19,2,0,20.9
ATT000489,EMP0041,2025-09-01 00:00:00,20,19,0,1,15.4
ATT000490,EMP0041,2025-10-01 00:00:00,21,17,1,3,11.2
ATT000491,EMP0041,2025-11-01 00:00:00,22,19,3,0,0
ATT000492,EMP0041,2025-12-01 00:00:00,23,22,0,1,10.6
ATT000493,EMP0042,2025-01-01 00:00:00,20,18,1,1,19.6
ATT000494,EMP0042,2025-02-01 00:00:00,20,17,0,3,8.8
ATT000495,EMP0042,2025-03-01 00:00:00,22,19,3,0,11.6
ATT000496,EMP0042,2025-04-01 00:00:00,21,20,1,0,14.4
ATT000497,EMP0042,2025-05-01 00:00:00,22,19,0,3,12.1
ATT000498,EMP0042,2025-06-01 00:00:00,22,18,3,1,0
ATT000499,EMP0042,2025-07-01 00:00:00,21,18,0,3,14.1
ATT000500,EMP0042,2025-08-01 00:00:00,22,18,0,4,9.3
ATT000501,EMP0042,2025-09-01 00:00:00,22,20,0,2,1.2
ATT000502,EMP0042,2025-10-01 00:00:00,21,16,0,5,0.4
ATT000503,EMP0042,2025-11-01 00:00:00,23,20,0,3,11
ATT000504,EMP0042,2025-12-01 00:00:00,22,19,2,1,18.7
ATT000505,EMP0043,2025-01-01 00:00:00,22,22,0,0,15.2
ATT000506,EMP0043,2025-02-01 00:00:00,22,20,1,1,13
ATT000507,EMP0043,2025-03-01 00:00:00,22,18,0,4,0
ATT000508,EMP0043,2025-04-01 00:00:00,21,17,2,2,10.7
ATT000509,EMP0043,2025-05-01 00:00:00,23,19,2,2,10.3
ATT000510,EMP0043,2025-06-01 00:00:00,23,18,3,2,26.3
ATT000511,EMP0043,2025-07-01 00:00:00,21,18,2,1,0
ATT000512,EMP0043,2025-08-01 00:00:00,20,18,0,2,8.6
ATT000513,EMP0043,2025-09-01 00:00:00,22,21,1,0,0
ATT000514,EMP0043,2025-10-01 00:00:00,20,18,1,1,7.7
ATT000515,EMP0043,2025-11-01 00:00:00,23,22,0,1,7.6
ATT000516,EMP0043,2025-12-01 00:00:00,21,18,1,2,12.1
ATT000517,EMP0044,2025-01-01 00:00:00,22,21,0,1,3.8
ATT000518,EMP0044,2025-02-01 00:00:00,22,22,0,0,0
ATT000519,EMP0044,2025-03-01 00:00:00,22,19,2,1,5.3
ATT000520,EMP0044,2025-04-01 00:00:00,21,19,2,0,7.2
ATT000521,EMP0044,2025-05-01 00:00:00,22,20,0,2,8.8
ATT000522,EMP0044,2025-06-01 00:00:00,22,21,0,1,13.3
ATT000523,EMP0044,2025-07-01 00:00:00,22,17,0,5,10
ATT000524,EMP0044,2025-08-01 00:00:00,22,20,2,0,10.8
ATT000525,EMP0044,2025-09-01 00:00:00,23,22,0,1,5.7
ATT000526,EMP0044,2025-10-01 00:00:00,23,21,1,1,15.4
ATT000527,EMP0044,2025-11-01 00:00:00,22,17,1,4,14.2
ATT000528,EMP0044,2025-12-01 00:00:00,21,20,0,1,6.5
ATT000529,EMP0045,2025-01-01 00:00:00,23,22,1,0,0
ATT000530,EMP0045,2025-02-01 00:00:00,22,21,0,1,5.5
ATT000531,EMP0045,2025-03-01 00:00:00,20,16,0,4,13.2
ATT000532,EMP0045,2025-04-01 00:00:00,22,22,0,0,9
ATT000533,EMP0045,2025-05-01 00:00:00,21,19,1,1,0
ATT000534,EMP0045,2025-06-01 00:00:00,22,17,1,4,15.6
ATT000535,EMP0045,2025-07-01 00:00:00,23,20,1,2,5.3
ATT000536,EMP0045,2025-08-01 00:00:00,22,20,1,1,14.1
ATT000537,EMP0045,2025-09-01 00:00:00,22,18,2,2,8.3
ATT000538,EMP0045,2025-10-01 00:00:00,21,21,0,0,8.4
ATT000539,EMP0045,2025-11-01 00:00:00,20,17,2,1,4.6
ATT000540,EMP0045,2025-12-01 00:00:00,21,18,0,3,0
ATT000541,EMP0046,2025-01-01 00:00:00,21,19,0,2,26.9
ATT000542,EMP0046,2025-02-01 00:00:00,21,18,0,3,14.6
ATT000543,EMP0046,2025-03-01 00:00:00,22,21,0,1,9.1
ATT000544,EMP0046,2025-04-01 00:00:00,21,17,0,4,14.9
ATT000545,EMP0046,2025-05-01 00:00:00,21,19,1,1,18.1
ATT000546,EMP0046,2025-06-01 00:00:00,23,22,0,1,5.3
ATT000547,EMP0046,2025-07-01 00:00:00,21,20,0,1,15.3
ATT000548,EMP0046,2025-08-01 00:00:00,23,21,0,2,10.4
ATT000549,EMP0046,2025-09-01 00:00:00,22,20,2,0,0
ATT000550,EMP0046,2025-10-01 00:00:00,22,21,0,1,7.2
ATT000551,EMP0046,2025-11-01 00:00:00,22,21,0,1,16.4
ATT000552,EMP0046,2025-12-01 00:00:00,21,17,1,3,7.3
ATT000553,EMP0047,2025-01-01 00:00:00,22,20,0,2,4.6
ATT000554,EMP0047,2025-02-01 00:00:00,23,21,0,2,0
ATT000555,EMP0047,2025-03-01 00:00:00,22,16,2,4,18.9
ATT000556,EMP0047,2025-04-01 00:00:00,22,18,1,3,8.5
ATT000557,EMP0047,2025-05-01 00:00:00,22,20,0,2,9.9
ATT000558,EMP0047,2025-06-01 00:00:00,20,19,1,0,5.5
ATT000559,EMP0047,2025-07-01 00:00:00,21,15,2,4,12.4
ATT000560,EMP0047,2025-08-01 00:00:00,22,21,0,1,4.2
ATT000561,EMP0047,2025-09-01 00:00:00,22,20,0,2,4.4
ATT000562,EMP0047,2025-10-01 00:00:00,21,16,0,5,7.9
ATT000563,EMP0047,2025-11-01 00:00:00,22,16,3,3,15.2
ATT000564,EMP0047,2025-12-01 00:00:00,22,21,0,1,6.4
ATT000565,EMP0048,2025-01-01 00:00:00,20,19,0,1,6.8
ATT000566,EMP0048,2025-02-01 00:00:00,21,16,1,4,12
ATT000567,EMP0048,2025-03-01 00:00:00,20,19,0,1,9
ATT000568,EMP0048,2025-04-01 00:00:00,22,16,2,4,8.3
ATT000569,EMP0048,2025-05-01 00:00:00,21,19,1,1,6.3
ATT000570,EMP0048,2025-06-01 00:00:00,20,16,3,1,7.7
ATT000571,EMP0048,2025-07-01 00:00:00,23,20,0,3,9.3
ATT000572,EMP0048,2025-08-01 00:00:00,21,19,0,2,3.8
ATT000573,EMP0048,2025-09-01 00:00:00,23,21,1,1,10.5
ATT000574,EMP0048,2025-10-01 00:00:00,22,21,0,1,0.8
ATT000575,EMP0048,2025-11-01 00:00:00,21,17,2,2,13.7
ATT000576,EMP0048,2025-12-01 00:00:00,21,16,1,4,14.7
ATT000577,EMP0049,2025-01-01 00:00:00,21,18,2,1,3.2
ATT000578,EMP0049,2025-02-01 00:00:00,22,20,2,0,6.2
ATT000579,EMP0049,2025-03-01 00:00:00,21,17,1,3,7.1
ATT000580,EMP0049,2025-04-01 00:00:00,22,20,2,0,11.9
ATT000581,EMP0049,2025-05-01 00:00:00,20,16,0,4,14.4
ATT000582,EMP0049,2025-06-01 00:00:00,22,19,0,3,6.1
ATT000583,EMP0049,2025-07-01 00:00:00,22,22,0,0,9.2
ATT000584,EMP0049,2025-08-01 00:00:00,22,21,0,1,14.4
ATT000585,EMP0049,2025-09-01 00:00:00,21,20,0,1,6.1
ATT000586,EMP0049,2025-10-01 00:00:00,22,22,0,0,3.3
ATT000587,EMP0049,2025-11-01 00:00:00,23,19,2,2,6.2
ATT000588,EMP0049,2025-12-01 00:00:00,21,18,2,1,5.2
ATT000589,EMP0050,2025-01-01 00:00:00,21,18,2,1,8.4
ATT000590,EMP0050,2025-02-01 00:00:00,21,20,1,0,16.6
ATT000591,EMP0050,2025-03-01 00:00:00,21,19,2,0,9.4
ATT000592,EMP0050,2025-04-01 00:00:00,21,19,2,0,9.5
ATT000593,EMP0050,2025-05-01 00:00:00,22,19,1,2,0
ATT000594,EMP0050,2025-06-01 00:00:00,21,21,0,0,6
ATT000595,EMP0050,2025-07-01 00:00:00,22,21,0,1,18
ATT000596,EMP0050,2025-08-01 00:00:00,21,20,0,1,5.1
ATT000597,EMP0050,2025-09-01 00:00:00,22,15,3,4,0
ATT000598,EMP0050,2025-10-01 00:00:00,22,19,0,3,2.5
ATT000599,EMP0050,2025-11-01 00:00:00,20,19,0,1,9.7
ATT000600,EMP0050,2025-12-01 00:00:00,21,19,2,0,6.9
ATT000601,EMP0051,2025-01-01 00:00:00,22,21,1,0,15.1
ATT000602,EMP0051,2025-02-01 00:00:00,23,23,0,0,0.1
ATT000603,EMP0051,2025-03-01 00:00:00,21,20,0,1,2.4
ATT000604,EMP0051,2025-04-01 00:00:00,21,17,2,2,5.5
ATT000605,EMP0051,2025-05-01 00:00:00,21,19,0,2,17.4
ATT000606,EMP0051,2025-06-01 00:00:00,20,17,3,0,8.7
ATT000607,EMP0051,2025-07-01 00:00:00,21,20,1,0,17.9
ATT000608,EMP0051,2025-08-01 00:00:00,23,18,2,3,3.4
ATT000609,EMP0051,2025-09-01 00:00:00,21,16,0,5,17.2
ATT000610,EMP0051,2025-10-01 00:00:00,21,19,2,0,5.4
ATT000611,EMP0051,2025-11-01 00:00:00,22,20,1,1,11.7
ATT000612,EMP0051,2025-12-01 00:00:00,23,23,0,0,9.9
ATT000613,EMP0052,2025-01-01 00:00:00,23,21,0,2,18.4
ATT000614,EMP0052,2025-02-01 00:00:00,23,21,0,2,11
ATT000615,EMP0052,2025-03-01 00:00:00,23,22,1,0,6
ATT000616,EMP0052,2025-04-01 00:00:00,21,20,0,1,10.7
ATT000617,EMP0052,2025-05-01 00:00:00,22,22,0,0,5.1
ATT000618,EMP0052,2025-06-01 00:00:00,22,22,0,0,4.2
ATT000619,EMP0052,2025-07-01 00:00:00,21,17,0,4,7.7
ATT000620,EMP0052,2025-08-01 00:00:00,22,21,1,0,4.6
ATT000621,EMP0052,2025-09-01 00:00:00,20,16,2,2,4.6
ATT000622,EMP0052,2025-10-01 00:00:00,22,20,1,1,13.8
ATT000623,EMP0052,2025-11-01 00:00:00,22,20,1,1,8.1
ATT000624,EMP0052,2025-12-01 00:00:00,22,20,1,1,8.5
ATT000625,EMP0053,2025-01-01 00:00:00,21,18,0,3,1.8
ATT000626,EMP0053,2025-02-01 00:00:00,22,19,1,2,7.5
ATT000627,EMP0053,2025-03-01 00:00:00,22,21,1,0,24.4
ATT000628,EMP0053,2025-04-01 00:00:00,22,22,0,0,2.8
ATT000629,EMP0053,2025-05-01 00:00:00,21,21,0,0,10.6
ATT000630,EMP0053,2025-06-01 00:00:00,23,18,0,5,12.3
ATT000631,EMP0053,2025-07-01 00:00:00,20,15,0,5,7.8
ATT000632,EMP0053,2025-08-01 00:00:00,20,20,0,0,5.6
ATT000633,EMP0053,2025-09-01 00:00:00,20,19,0,1,5.8
ATT000634,EMP0053,2025-10-01 00:00:00,21,19,1,1,4.9
ATT000635,EMP0053,2025-11-01 00:00:00,20,16,2,2,10.7
ATT000636,EMP0053,2025-12-01 00:00:00,22,21,0,1,13.3
ATT000637,EMP0054,2025-01-01 00:00:00,22,21,0,1,12.7
ATT000638,EMP0054,2025-02-01 00:00:00,22,21,1,0,10.3
ATT000639,EMP0054,2025-03-01 00:00:00,21,19,0,2,10.8
ATT000640,EMP0054,2025-04-01 00:00:00,20,16,2,2,7.6
ATT000641,EMP0054,2025-05-01 00:00:00,22,18,1,3,5.4
ATT000642,EMP0054,2025-06-01 00:00:00,22,19,0,3,9.4
ATT000643,EMP0054,2025-07-01 00:00:00,21,21,0,0,15.3
ATT000644,EMP0054,2025-08-01 00:00:00,22,20,0,2,1.9
ATT000645,EMP0054,2025-09-01 00:00:00,21,18,1,2,8.7
ATT000646,EMP0054,2025-10-01 00:00:00,21,19,0,2,14.3
ATT000647,EMP0054,2025-11-01 00:00:00,20,16,3,1,5.4
ATT000648,EMP0054,2025-12-01 00:00:00,22,19,1,2,10.4
ATT000649,EMP0055,2025-01-01 00:00:00,22,17,1,4,19.1
ATT000650,EMP0055,2025-02-01 00:00:00,23,20,0,3,13.9
ATT000651,EMP0055,2025-03-01 00:00:00,22,19,0,3,5.5
ATT000652,EMP0055,2025-04-01 00:00:00,20,20,0,0,8.3
ATT000653,EMP0055,2025-05-01 00:00:00,22,21,0,1,4.6
ATT000654,EMP0055,2025-06-01 00:00:00,21,17,1,3,5.6
ATT000655,EMP0055,2025-07-01 00:00:00,23,20,0,3,10.7
ATT000656,EMP0055,2025-08-01 00:00:00,21,19,0,2,11.6
ATT000657,EMP0055,2025-09-01 00:00:00,22,18,1,3,3.7
ATT000658,EMP0055,2025-10-01 00:00:00,22,21,1,0,15.4
ATT000659,EMP0055,2025-11-01 00:00:00,21,21,0,0,15.3
ATT000660,EMP0055,2025-12-01 00:00:00,22,17,1,4,3.8
ATT000661,EMP0056,2025-01-01 00:00:00,20,20,0,0,5.3
ATT000662,EMP0056,2025-02-01 00:00:00,20,20,0,0,0
ATT000663,EMP0056,2025-03-01 00:00:00,21,17,1,3,0
ATT000664,EMP0056,2025-04-01 00:00:00,22,20,1,1,5.5
ATT000665,EMP0056,2025-05-01 00:00:00,22,21,0,1,14
ATT000666,EMP0056,2025-06-01 00:00:00,22,20,2,0,14.3
ATT000667,EMP0056,2025-07-01 00:00:00,22,22,0,0,1
ATT000668,EMP0056,2025-08-01 00:00:00,20,18,2,0,14.8
ATT000669,EMP0056,2025-09-01 00:00:00,21,18,1,2,7.8
ATT000670,EMP0056,2025-10-01 00:00:00,22,21,0,1,14.8
ATT000671,EMP0056,2025-11-01 00:00:00,21,19,1,1,11.9
ATT000672,EMP0056,2025-12-01 00:00:00,21,21,0,0,5.3
ATT000673,EMP0057,2025-01-01 00:00:00,20,16,0,4,3
ATT000674,EMP0057,2025-02-01 00:00:00,20,16,1,3,10.4
ATT000675,EMP0057,2025-03-01 00:00:00,22,20,1,1,7.8
ATT000676,EMP0057,2025-04-01 00:00:00,22,20,0,2,8.5
ATT000677,EMP0057,2025-05-01 00:00:00,22,20,0,2,8.5
ATT000678,EMP0057,2025-06-01 00:00:00,21,20,0,1,8.6
ATT000679,EMP0057,2025-07-01 00:00:00,20,20,0,0,9
ATT000680,EMP0057,2025-08-01 00:00:00,22,20,0,2,7.8
ATT000681,EMP0057,2025-09-01 00:00:00,21,17,3,1,6
ATT000682,EMP0057,2025-10-01 00:00:00,22,17,2,3,12.4
ATT000683,EMP0057,2025-11-01 00:00:00,22,16,2,4,7.1
ATT000684,EMP0057,2025-12-01 00:00:00,22,15,2,5,6.3
ATT000685,EMP0058,2025-01-01 00:00:00,22,20,0,2,7.7
ATT000686,EMP0058,2025-02-01 00:00:00,20,18,0,2,9
ATT000687,EMP0058,2025-03-01 00:00:00,23,22,1,0,8
ATT000688,EMP0058,2025-04-01 00:00:00,22,21,0,1,11.7
ATT000689,EMP0058,2025-05-01 00:00:00,21,18,0,3,0.7
ATT000690,EMP0058,2025-06-01 00:00:00,22,20,0,2,9.5
ATT000691,EMP0058,2025-07-01 00:00:00,22,21,0,1,8.5
ATT000692,EMP0058,2025-08-01 00:00:00,21,19,0,2,8.4
ATT000693,EMP0058,2025-09-01 00:00:00,20,18,1,1,21.1
ATT000694,EMP0058,2025-10-01 00:00:00,21,18,1,2,11.1
ATT000695,EMP0058,2025-11-01 00:00:00,21,20,0,1,10.7
ATT000696,EMP0058,2025-12-01 00:00:00,23,21,0,2,12.5
ATT000697,EMP0059,2025-01-01 00:00:00,22,18,1,3,6.3
ATT000698,EMP0059,2025-02-01 00:00:00,21,20,0,1,7.7
ATT000699,EMP0059,2025-03-01 00:00:00,21,17,2,2,7.4
ATT000700,EMP0059,2025-04-01 00:00:00,22,18,1,3,4.8
ATT000701,EMP0059,2025-05-01 00:00:00,23,16,2,5,11.4
ATT000702,EMP0059,2025-06-01 00:00:00,21,18,1,2,15
ATT000703,EMP0059,2025-07-01 00:00:00,22,21,0,1,4.1
ATT000704,EMP0059,2025-08-01 00:00:00,21,20,1,0,7.4
ATT000705,EMP0059,2025-09-01 00:00:00,22,20,1,1,4.6
ATT000706,EMP0059,2025-10-01 00:00:00,22,18,1,3,9.7
ATT000707,EMP0059,2025-11-01 00:00:00,22,18,0,4,0
ATT000708,EMP0059,2025-12-01 00:00:00,21,20,0,1,6.7
ATT000709,EMP0060,2025-01-01 00:00:00,22,20,0,2,10.6
ATT000710,EMP0060,2025-02-01 00:00:00,23,22,0,1,14
ATT000711,EMP0060,2025-03-01 00:00:00,22,21,0,1,9
ATT000712,EMP0060,2025-04-01 00:00:00,22,19,1,2,0
ATT000713,EMP0060,2025-05-01 00:00:00,21,20,0,1,4.7
ATT000714,EMP0060,2025-06-01 00:00:00,22,19,1,2,17.5
ATT000715,EMP0060,2025-07-01 00:00:00,22,19,1,2,12.2
ATT000716,EMP0060,2025-08-01 00:00:00,22,20,1,1,9.7
ATT000717,EMP0060,2025-09-01 00:00:00,20,18,0,2,14.4
ATT000718,EMP0060,2025-10-01 00:00:00,22,20,1,1,5.8
ATT000719,EMP0060,2025-11-01 00:00:00,20,17,1,2,6.8
ATT000720,EMP0060,2025-12-01 00:00:00,22,21,0,1,0
ATT000721,EMP0061,2025-01-01 00:00:00,23,20,0,3,13.3
ATT000722,EMP0061,2025-02-01 00:00:00,23,20,1,2,14.2
ATT000723,EMP0061,2025-03-01 00:00:00,21,18,2,1,17.5
ATT000724,EMP0061,2025-04-01 00:00:00,22,20,0,2,11
ATT000725,EMP0061,2025-05-01 00:00:00,22,20,1,1,1.9
ATT000726,EMP0061,2025-06-01 00:00:00,23,22,0,1,0
ATT000727,EMP0061,2025-07-01 00:00:00,21,19,0,2,16.6
ATT000728,EMP0061,2025-08-01 00:00:00,23,21,2,0,9.1
ATT000729,EMP0061,2025-09-01 00:00:00,20,18,0,2,15.2
ATT000730,EMP0061,2025-10-01 00:00:00,22,20,0,2,3.4
ATT000731,EMP0061,2025-11-01 00:00:00,22,20,0,2,2.3
ATT000732,EMP0061,2025-12-01 00:00:00,21,20,0,1,12.5
ATT000733,EMP0062,2025-01-01 00:00:00,21,19,0,2,11.6
ATT000734,EMP0062,2025-02-01 00:00:00,22,21,0,1,4.4
ATT000735,EMP0062,2025-03-01 00:00:00,22,21,1,0,1.1
ATT000736,EMP0062,2025-04-01 00:00:00,22,22,0,0,10.4
ATT000737,EMP0062,2025-05-01 00:00:00,22,22,0,0,0
ATT000738,EMP0062,2025-06-01 00:00:00,22,19,1,2,6.9
ATT000739,EMP0062,2025-07-01 00:00:00,20,18,0,2,6.3
ATT000740,EMP0062,2025-08-01 00:00:00,22,19,0,3,7.5
ATT000741,EMP0062,2025-09-01 00:00:00,22,20,1,1,0
ATT000742,EMP0062,2025-10-01 00:00:00,21,17,1,3,5
ATT000743,EMP0062,2025-11-01 00:00:00,21,16,1,4,20
ATT000744,EMP0062,2025-12-01 00:00:00,22,19,0,3,6.8
ATT000745,EMP0063,2025-01-01 00:00:00,21,20,1,0,7.4
ATT000746,EMP0063,2025-02-01 00:00:00,22,20,1,1,11.2
ATT000747,EMP0063,2025-03-01 00:00:00,22,19,0,3,6.7
ATT000748,EMP0063,2025-04-01 00:00:00,21,17,3,1,0
ATT000749,EMP0063,2025-05-01 00:00:00,22,20,0,2,12.6
ATT000750,EMP0063,2025-06-01 00:00:00,21,21,0,0,5.3
ATT000751,EMP0063,2025-07-01 00:00:00,22,21,1,0,7.7
ATT000752,EMP0063,2025-08-01 00:00:00,23,19,1,3,11.4
ATT000753,EMP0063,2025-09-01 00:00:00,22,22,0,0,8.5
ATT000754,EMP0063,2025-10-01 00:00:00,21,17,3,1,14.3
ATT000755,EMP0063,2025-11-01 00:00:00,22,21,0,1,18.6
ATT000756,EMP0063,2025-12-01 00:00:00,20,16,0,4,13.5
ATT000757,EMP0064,2025-01-01 00:00:00,21,17,2,2,4.2
ATT000758,EMP0064,2025-02-01 00:00:00,21,16,1,4,25.5
ATT000759,EMP0064,2025-03-01 00:00:00,23,22,0,1,14.5
